kelurahan,kecamatan,kabupaten,provinsi,kodepos
'MOMO','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'PANDAUKE','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'PARANGISI','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'SEA','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'TAMBALE','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'TANANAGAYA','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'UEPAKATU','MAMOSALATO','MOROWALI UTARA','SULAWESI TENGAH','94963'
'BALAROA','PALU BARAT','PALU','SULAWESI TENGAH','94223'
'BARU','PALU BARAT','PALU','SULAWESI TENGAH','94221'
'KAMONJI','PALU BARAT','PALU','SULAWESI TENGAH','94223'
'LERE','PALU BARAT','PALU','SULAWESI TENGAH','94221'
'SIRANINDI','PALU BARAT','PALU','SULAWESI TENGAH','94223'
'UJUNA','PALU BARAT','PALU','SULAWESI TENGAH','94222'
'BOYAOGE','TATANGA','PALU','SULAWESI TENGAH','94237'
'DUYU','TATANGA','PALU','SULAWESI TENGAH','94239'
'NUNU','TATANGA','PALU','SULAWESI TENGAH','94237'
'PALUPI','TATANGA','PALU','SULAWESI TENGAH','94238'
'PENGAWU','TATANGA','PALU','SULAWESI TENGAH','94239'
'TAWANJUKA','TATANGA','PALU','SULAWESI TENGAH','94237'
'BULURI','ULUJADI','PALU','SULAWESI TENGAH','94228'
'DONGGALA KODI','ULUJADI','PALU','SULAWESI TENGAH','94226'
'KABONENA','ULUJADI','PALU','SULAWESI TENGAH','94227'
'SILAE','ULUJADI','PALU','SULAWESI TENGAH','94227'
'TIPO','ULUJADI','PALU','SULAWESI TENGAH','94228'
'WATUSAMPU','ULUJADI','PALU','SULAWESI TENGAH','94229'
'BIROBULI SELATAN','PALU SELATAN','PALU','SULAWESI TENGAH','94231'
'BIROBULI UTARA','PALU SELATAN','PALU','SULAWESI TENGAH','94231'
'PETOBO','PALU SELATAN','PALU','SULAWESI TENGAH','94232'
'TATURA SELATAN','PALU SELATAN','PALU','SULAWESI TENGAH','94231'
'TATURA UTARA','PALU SELATAN','PALU','SULAWESI TENGAH','94231'
'BESUSU BARAT','PALU TIMUR','PALU','SULAWESI TENGAH','94111'
'BESUSU TENGAH','PALU TIMUR','PALU','SULAWESI TENGAH','94111'
'BESUSU TIMUR','PALU TIMUR','PALU','SULAWESI TENGAH','94111'
'LOLU SELATAN','PALU TIMUR','PALU','SULAWESI TENGAH','94111'
'LOLU UTARA','PALU TIMUR','PALU','SULAWESI TENGAH','94111'
'KAWATUNA','MANTIKULORE','PALU','SULAWESI TENGAH','94116'
'LASOANI','MANTIKULORE','PALU','SULAWESI TENGAH','94116'
'LAYANA INDAH','MANTIKULORE','PALU','SULAWESI TENGAH','94119'
'POBOYA','MANTIKULORE','PALU','SULAWESI TENGAH','94115'
'TALISE','MANTIKULORE','PALU','SULAWESI TENGAH','94118'
'TANAMODINDI','MANTIKULORE','PALU','SULAWESI TENGAH','94116'
'TONDO','MANTIKULORE','PALU','SULAWESI TENGAH','94119'
'KAYUMALUE NGAPA','PALU UTARA','PALU','SULAWESI TENGAH','94146'
'KAYUMALUE PAJEKO','PALU UTARA','PALU','SULAWESI TENGAH','94145'
'MAMBORO','PALU UTARA','PALU','SULAWESI TENGAH','94148'
'MAMBORO BARAT','PALU UTARA','PALU','SULAWESI TENGAH','94148'
'TAIPA','PALU UTARA','PALU','SULAWESI TENGAH','94147'
'BAIYA','TAWAELI','PALU','SULAWESI TENGAH','94142'
'LAMBARA','TAWAELI','PALU','SULAWESI TENGAH','94141'
'PANAU','TAWAELI','PALU','SULAWESI TENGAH','94144'
'PANTOLOAN','TAWAELI','PALU','SULAWESI TENGAH','94143'
'PANTOLOAN BOYA','TAWAELI','PALU','SULAWESI TENGAH','94143'
'BATU BINGKUNG','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'BONEA','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'BONERATE','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'KOMBA-KOMBA','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'LAMBEGO','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'MAJAPAHIT','PASIMARANNU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92862'
'GARAUPA','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'GARAUPA RAYA','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'KALAOTOA','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'KARUMPA','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'LEMBANG MATENE','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'PULO MADU','PASILAMBENA','KEPULAUAN SELAYAR','SULAWESI SELATAN','92869'
'BONTOSAILE','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'KEMBANG RAGI','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'LABUANG PAMAJANG','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'MAMINASA','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'MASSUNGKE','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'TANAMALALA','PASIMASSUNGGU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'BATANG','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'JINATO','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'KAYUADI','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'LATONDU','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'NYIUR INDAH','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'RAJUNI','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'TAMBUNA','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'TARUPA','TAKABONERATE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92864'
'BONTOBARU','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOBULAENG','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOJATI','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOJATI','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'BONTOMALLING','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOMALLING','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'LEMBANG BAJI','PASIMASSUNGGU TIMUR','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'APPATANAH','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'BINANGA SOMBAIYA','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'HARAPAN','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'LAIYOLO','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'LAIYOLO BARU','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'LANTIMBONGAN','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'LOWA','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'PATIKARYA','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'PATILERENG','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'POLASSI','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'TAMBOLONGAN','BONTOSIKUYU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92855'
'BONTOBANGUN','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'BONTOBORUSU','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'BONTOLEBANG','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'BONTOSUNGGU','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'BONTOTANGNGA','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'KAHU-KAHU','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'PUTABANGUN','BONTOHARU','KEPULAUAN SELAYAR','SULAWESI SELATAN','92811'
'BENTENG','BENTENG','KEPULAUAN SELAYAR','SULAWESI SELATAN','92812'
'BENTENG SELATAN','BENTENG','KEPULAUAN SELAYAR','SULAWESI SELATAN','92812'
'BENTENG UTARA','BENTENG','KEPULAUAN SELAYAR','SULAWESI SELATAN','92812'
'BARUGAIYA','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'BONEA MAKMUR','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'BONEA TIMUR','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'BONTOKORAANG','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOKORAANG','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92863'
'BONTOMARANNU','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'MARE MARE','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'PARAK','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'POLEBUNGIN','BONTOMANAI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92851'
'BARAT LAMBONGAN','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'BATANGMATA','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'BATANGMATA SAPO','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'BONTONASALUK','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'KAYU BAUK','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'MAHARAYYA','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'MENARA INDAH','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'ONTO','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'PAMATATA','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'TAMALANREA','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92861'
'TANETE','BONTOMATENE','KEPULAUAN SELAYAR','SULAWESI SELATAN','92854'
'BALANG BUTUNG','BUKI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92852'
'BONTOLEMPANGAN','BUKI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92852'
'BUKI','BUKI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92852'
'KOHALA','BUKI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92852'
'LALANG BATA','BUKI','KEPULAUAN SELAYAR','SULAWESI SELATAN','92852'
'BONTOMASILA','GANTARANG','BULUKUMBA','SULAWESI SELATAN','92573'
'TACCORONG','GANTARANG','BULUKUMBA','SULAWESI SELATAN','92573'
'BENTENGNGE','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92511'
'BINTARORE','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92514'
'CAILE','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92517'
'ELA-ELA','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92519'
'KALUMEME','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92518'
'KASIMPURENG','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92515'
'L O K A','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92516'
'TANAH KONGKONG','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92513'
'TERANG-TERANG','UJUNG BULU','BULUKUMBA','SULAWESI SELATAN','92512'
'BALLEANGIN','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'BALONG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'BIJAWANG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'DANNUANG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'GARANTA','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'LONRONG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'MANJALLING','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'MANYAMPA','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'PADANG LOANG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'SALEMBA','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'SEPPANG','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'TAMATTO','UJUNG LOE','BULUKUMBA','SULAWESI SELATAN','92551'
'A R A','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'B I R A','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'BENJALA','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'LEMBANNA','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'LEMBANNA','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92574'
'SAPOLOHE','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'TANAH BERU','BONTO BAHARI','BULUKUMBA','SULAWESI SELATAN','92571'
'BATANG','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BONTO BARUA','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BONTO BULAENG','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BONTO TANGNGA','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BONTU MARANNU','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BUHUNG BUNDANG','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'CARAMMING','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'DWI TIRO','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'EKATIRO','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'PAKUBALAHO','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'TAMALANREA','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'TRITIRO','BONTOTIRO','BULUKUMBA','SULAWESI SELATAN','92572'
'BONTO KAMASE','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'BORONG','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'GUNTURU','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'KARASSING','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'PATARO','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'SINGA','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'TANUNTUNG','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'TUGONDENG','HERO LANGE-LANGE','BULUKUMBA','SULAWESI SELATAN','92573'
'BATUNILAMUNG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'BONTO BAJI','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'BONTO BIRAENG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'BONTORANNU','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'LAIKANG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'LEMBANNA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'LEMBANG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'LEMBANGLOHE','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'LEMBANNA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92571'
'LOLISANG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'MALLELENG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'MATTOANGING','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'PANTAMA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'PATTIROANG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'POSSI TANAH','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'SANGKALA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'SAPANANG','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'TAMBANGAN','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'TANAH JAYA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'TANAH TOWA','KAJANG','BULUKUMBA','SULAWESI SELATAN','92574'
'BALANG PESOANG','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BALANG TAROANG','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BALLASARAJA','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BARUGAE','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BATULOHE','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BONTO BULAENG','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BONTO MINASA','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BONTOMANGIRING','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'BULO-BULO','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'JAWI - JAWI','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'JOJJOLO','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'KAMBUNO','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'SALASSAE','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'SAPO BONTO','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'TANETE','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'TIBONA','BULUKUMPA','BULUKUMBA','SULAWESI SELATAN','92552'
'ANRANG','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BAJIMINASA','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BATUKAROPA','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BONTO MATENE','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BONTOBANGUN','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BONTOHARU','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BONTOLOHE','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BONTOMANAI','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BULOLOHE','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'KARAMA','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'PALAMPANG','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'SWATANI','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'TANAH HARAPAN','RILAU ALE','BULUKUMBA','SULAWESI SELATAN','92553'
'BALIBO','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'BENTENG PALIOI','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'BORONG RAPPOA','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'GARUNTUNGAN','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'KINDANG','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'MATTIROWALIE','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'ORO GADING','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'TAMAONA','KINDANG','BULUKUMBA','SULAWESI SELATAN','92562'
'BONTO  ATU','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO CINDE','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO JAI','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO JAYA','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO LANGKASA','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO LEBANG','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO LOE','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO MANAI','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO RITA','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO SALLUANG','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO SUNGGU','BISSAPPU','BANTAENG','SULAWESI SELATAN','92451'
'BONTO DAENG','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO LOJONG','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO MARANNU','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO RANNU','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO TALLASA','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO TANGNGA','ULUERE','BANTAENG','SULAWESI SELATAN','92453'
'BONTO BULAENG','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'BONTO KARAENG','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'BONTO MACCINI','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'BONTO MAJANNANG','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'BONTO MATENE','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'BONTO TIRO','SINOA','BANTAENG','SULAWESI SELATAN','92452'
'KARATUANG','BANTAENG','BANTAENG','SULAWESI SELATAN','92413'
'KAYU LOE','BANTAENG','BANTAENG','SULAWESI SELATAN','92413'
'LAMALAKA','BANTAENG','BANTAENG','SULAWESI SELATAN','92412'
'LEMBANG','BANTAENG','BANTAENG','SULAWESI SELATAN','92412'
'LETTA','BANTAENG','BANTAENG','SULAWESI SELATAN','92411'
'MALLILINGI','BANTAENG','BANTAENG','SULAWESI SELATAN','92411'
'ONTO','BANTAENG','BANTAENG','SULAWESI SELATAN','92413'
'PALLANTIKANG','BANTAENG','BANTAENG','SULAWESI SELATAN','92413'
'TAPPANJENG','BANTAENG','BANTAENG','SULAWESI SELATAN','92411'
'BARUA','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'KAMPALA','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'LONRONG','EREMERASA','BANTAENG','SULAWESI SELATAN','92415'
'MAMAMPANG','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'MAPPILAWING','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'PA''BENTENGAN','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'PA''BUMBUNGAN','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'PARANGLOE','EREMERASA','BANTAENG','SULAWESI SELATAN','92416'
'ULUGALUNG','EREMERASA','BANTAENG','SULAWESI SELATAN','92414'
'BALUMBUNG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'BANYORANG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'BONTO-BONTOA','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'BONTO TAPPALANG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'CAMPAGA','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'ERENG-ERENG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'LABBO','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'LEMBANG GANTARANGKEKE','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92462'
'PATTALLASSANG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'PATTANETEANG','TOMPOBULU','BANTAENG','SULAWESI SELATAN','92461'
'BARUGA','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'BATUKARAENG','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'BIANGKEKE','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'BIANGLOE','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'BORONGLOE','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'LUMPANGAN','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'NIPA-NIPA','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'PA''JUKUKANG','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'PAPANLOE','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'RAPPOA','PA''JUKUKANG','BANTAENG','SULAWESI SELATAN','92463'
'BAJIMINASA','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'GANTARANGKEKE','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'KALOLING','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'LAYOA','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'TANAHLOE','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'TOMBOLO','GANTARANGKEKE','BANTAENG','SULAWESI SELATAN','92462'
'BENTENG','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'BONTOMANAI','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'BONTORANNU','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'JENETALLASA','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'KALIMPORO','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'KAPITA','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'MALLASORO','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'MARAYOKA','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'PALLANTIKANG','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'PALLENGU','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'PANTAI BAHARI','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'PUNAGAYA','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'TOMBO-TOMBOLO','BANGKALA','JENEPONTO','SULAWESI SELATAN','92352'
'BANRIMANURUNG','BANGKALA BARAT','JENEPONTO','SULAWESI SELATAN','92355'
'BARANA','BANGKALA BARAT','JENEPONTO','SULAWESI SELATAN','92355'
'BEROANGING','BANGKALA BARAT','JENEPONTO','SULAWESI SELATAN','92355'
'BULUJAYA','BANGKALA BARAT','JENEPONTO','SULAWESI SELATAN','92355'
